time_s,displacement_m,displacement_mm,breathing_signal_m,heart_signal_m
0.0,6.751783639679876e-05,0.06751783639679876,-2.4955388584653588e-05,6.144461521483032e-05
0.05000000000000001,-2.518118631281755e-05,-0.025181186312817547,-2.2383377064771166e-05,0.0001471308500452409
0.10000000000000002,9.866826938197704e-05,0.09866826938197704,-2.164773679372248e-05,0.00021098259128988256
0.15000000000000002,0.00022555534118396737,0.22555534118396736,-2.2674223426923335e-05,0.00023851189407738099
0.20000000000000004,0.0003414896024104433,0.3414896024104433,-2.5317643502031638e-05,0.00022314094824203094
0.25000000000000006,0.0004246577030526322,0.42465770305263223,-2.9369305855476125e-05,0.00016755382870175696
0.30000000000000004,-3.547010538951439e-05,-0.03547010538951439,-3.456665449861667e-05,8.286775051143562e-05
0.3500000000000001,-0.00016783099600399884,-0.16783099600399884,-4.060470103463595e-05,-1.4064589724812673e-05
0.4000000000000001,-0.00014369444606345452,-0.14369444606345452,-4.714881546138491e-05,-0.00010450003184605022
0.45000000000000007,-0.00011069029971036292,-0.11069029971036291,-5.384839119934916e-05,-0.00017187253554655442
0.5000000000000001,-0.00010416158398745129,-0.10416158398745129,-6.035087477549733e-05,-0.00020518205217755298
0.55,-0.00015998396984492864,-0.15998396984492863,-6.631564352184531e-05,-0.00020101766888868855
0.6000000000000001,-0.000190281753011012,-0.190281753011012,-7.142722600047473e-05,-0.00016386204220074645
0.6500000000000001,-0.00020778214000374454,-0.20778214000374454,-7.540738908381625e-05,-0.00010469687621876809
0.7000000000000002,-0.00015637831493831388,-0.1563783149383139,-7.802566151479426e-05,-3.826899364615159e-05
0.7500000000000001,-3.906800911762392e-05,-0.03906800911762392,-7.910792458171296e-05,2.036934523563922e-05
0.8000000000000002,-8.16743313796654e-05,-0.0816743313796654,-7.854277399060655e-05,5.9297238143949464e-05
0.8500000000000002,-0.00014286660624632887,-0.14286660624632885,-7.628544039718762e-05,7.239240008304458e-05
0.9000000000000001,-0.00022551324271894276,-0.22551324271894277,-7.23591463346843e-05,6.06254384558762e-05
0.9500000000000002,-0.0002520637780404224,-0.2520637780404224,-6.685387118434281e-05,3.1649848992458924e-05
1.0000000000000002,-0.00029366053344303416,-0.29366053344303417,-5.992259001853444e-05,-2.277743038981104e-06
1.0500000000000003,-0.000288819267276233,-0.28881926727623297,-5.177514325270571e-05,-2.761612092043623e-05
1.1,-0.00020691445460868792,-0.20691445460868793,-4.266997885450859e-05,-3.332587742889401e-05
1.1500000000000001,-0.00019050726537886742,-0.19050726537886742,-3.29040844039287e-05,-1.4164477768716366e-05
1.2000000000000002,-4.077398187205566e-05,-0.04077398187205566,-2.280148995297683e-05,2.7429752713162746e-05
1.2500000000000002,-0.00011372818129201465,-0.11372818129201465,-1.2700772212172757e-05,8.14904468734982e-05
1.3000000000000003,-0.00011699835907437206,-0.11699835907437206,-2.9420244214728688e-06,0.00013283411134289733
1.3500000000000003,-1.162270569637593e-05,-0.01162270569637593,6.146226757614542e-06,0.0001650522449427213
1.4000000000000004,6.438499665849419e-05,0.06438499665849419,1.4259676362824304e-05,0.00016518118669613983
1.4500000000000002,8.455113760983975e-05,0.08455113760983975,2.1130004899937514e-05,0.00012775928006920838
