time_s,breathing_rate_breaths_per_min,heart_rate_beats_per_min
7.500000000000002,15.366907486711893,53.12241954857435
8.500000000000002,14.476015254933507,64.3581231753362
9.500000000000002,13.424323987120037,63.79125195824098
10.500000000000002,13.417763938677526,63.322835124378415
11.500000000000002,13.749351226246105,62.6683703340126
12.500000000000002,25.235926754470885,61.45432882077107
13.500000000000002,25.64638324833681,60.6335311945024
14.500000000000002,25.96532134963256,60.69253644923096
15.500000000000004,25.986899328401066,60.989204967651816
16.500000000000004,26.118075506234725,61.32470575451527
17.500000000000004,7.204827056445295,61.78152084415307
18.500000000000004,26.820548673219868,62.337919303312745
19.500000000000004,26.85086801101608,63.02063752321641
20.500000000000004,7.39598217008567,63.33485892338872
21.500000000000004,7.1213533493242105,62.58863704242217
22.500000000000004,28.346484468369063,79.43321521146945
23.500000000000004,28.526540388072203,77.76545636927776
24.500000000000004,15.209933144648502,76.907919933688
25.500000000000004,15.67781783903155,76.70649520872377
26.500000000000004,15.882195085560575,76.76050413843322
27.500000000000004,16.115343851187248,77.00882057928672
28.500000000000004,16.51023439519072,77.47948934089709
29.500000000000004,16.965858016208045,54.05700375697942
30.500000000000007,17.676385416966856,53.33073909749294
31.500000000000007,17.99222456727861,52.76117543827043
32.50000000000001,18.6863976922487,52.53538953301841
33.50000000000001,19.22015561321671,52.63657479563277
34.50000000000001,19.80226787724691,52.65334744516992
35.50000000000001,19.876351285216142,52.719433557527196
36.50000000000001,19.52561102279294,52.645891049571425
37.50000000000001,19.100902677648644,52.6326849018328
38.50000000000001,18.555832680181545,52.92931736683092
39.50000000000001,18.7716511284545,52.54652069396485
40.50000000000001,19.160980528296733,52.382231208529966
41.50000000000001,19.825808908853574,52.14414642888114
42.50000000000001,20.512540348956485,51.85874990771583
43.50000000000001,21.144898373482054,51.70609678067233
44.50000000000001,21.530640092953917,51.08062102899281
45.50000000000001,21.702856146411197,50.584538233417824
46.50000000000001,21.79304545103562,49.90682692821597
47.50000000000001,21.857340833056334,49.86762272599182
48.50000000000001,21.862863906486353,49.733404036210956
49.50000000000001,21.758249988784897,50.115028128277196
50.50000000000001,21.575040925325265,105.29035816998461
51.50000000000001,21.37685708570954,105.16152113054228
52.50000000000001,21.246771071257978,104.69619271813674
