time_s,displacement_m,displacement_mm,breathing_signal_m,heart_signal_m
0.0,-0.00012949003318205756,-0.12949003318205757,-5.361456588087249e-06,5.437927599990738e-06
0.05000000000000001,-0.00010930384738831351,-0.10930384738831352,1.4159436748367694e-05,1.7289755433724005e-05
0.10000000000000002,-8.895962788741307e-05,-0.08895962788741307,3.361891555628403e-05,2.4997702117570096e-05
0.15000000000000002,-6.127066679036373e-05,-0.06127066679036373,5.28723216497206e-05,2.6264183715827563e-05
0.20000000000000004,-5.928419009545134e-05,-0.05928419009545134,7.17653220424189e-05,2.042185040590462e-05
0.25000000000000006,-5.941715490873922e-05,-0.05941715490873922,9.013222898859321e-05,8.417287713805113e-06
0.30000000000000004,-8.54802580213377e-05,-0.0854802580213377,0.0001077951768475606,-7.675905680392973e-06
0.3500000000000001,-9.795598928050126e-05,-0.09795598928050125,0.0001245643451007434,-2.5374367650321785e-05
0.4000000000000001,-9.324439407698559e-05,-0.09324439407698559,0.0001402393725971278,-4.2412752647855166e-05
0.45000000000000007,-8.917597488435899e-05,-0.089175974884359,0.00015461204928570618,-5.702715953299335e-05
0.5000000000000001,-5.0709567676607495e-05,-0.050709567676607496,0.00016747029841681656,-6.782663751293534e-05
0.55,-2.920278539448315e-06,-0.002920278539448315,0.00017860337787160285,-7.341347238567803e-05
0.6000000000000001,3.1628169397187036e-05,0.03162816939718704,0.00018780814041191417,-7.207322591312752e-05
0.6500000000000001,4.351675593145845e-05,0.04351675593145845,0.00019489610748156316,-6.18599251259138e-05
0.7000000000000002,8.354005417028724e-05,0.08354005417028723,0.00019970103768365296,-4.1228184733070135e-05
0.7500000000000001,0.00010507852554855988,0.10507852554855988,0.0002020866148166,-1.0074718879475945e-05
0.8000000000000002,0.00015166233896082536,0.15166233896082537,0.00020195384416327368,2.922656532434961e-05
0.8500000000000002,0.00020137581204933256,0.20137581204933255,0.0001992477310631931,7.134135562243256e-05
0.9000000000000001,0.0002527852597398855,0.2527852597398855,0.0001939628244680248,0.00010848475878648432
0.9500000000000002,0.0002766601805950268,0.2766601805950268,0.00018614724259974482,0.00013203693644566364
1.0000000000000002,0.0002792577812906612,0.2792577812906612,0.00017590485995843958,0.00013493405205169766
1.0500000000000003,0.0002374205632918448,0.2374205632918448,0.00016339542445387555,0.00011411654143363899
1.1,0.00024470990451104133,0.24470990451104133,0.00014883248610336606,7.215198018953488e-05
1.1500000000000001,0.00017892441927263686,0.17892441927263686,0.0001324791462673512,1.7304445231067443e-05
1.2000000000000002,1.741155094131438e-05,0.01741155094131438,0.00011464176832522738,-3.822035232190114e-05
1.2500000000000002,-8.221666956327447e-05,-0.08221666956327446,9.566191582314167e-05,-8.150019569136746e-05
1.3000000000000003,-0.00011723874972063952,-0.11723874972063952,7.590688988596116e-05,-0.00010266465760956632
1.3500000000000003,-0.00010270700668362577,-0.10270700668362577,5.575931096287679e-05,-9.798540212859043e-05
1.4000000000000004,-0.0001666249285250959,-0.16662492852509592,3.5606222715635686e-05,-7.119367436082287e-05
1.4500000000000002,-0.00012052711418147884,-0.12052711418147884,1.582819023051355e-05,-3.246330603033907e-05
1.5000000000000002,-0.00014833792105244448,-0.14833792105244448,-3.2111693084880535e-06,4.7324689420519665e-06
1.5500000000000003,-9.912319597978732e-05,-0.09912319597978732,-2.117483701571839e-05,2.7938347845769444e-05
1.6000000000000003,-7.213732942369475e-05,-0.07213732942369475,-3.7760898345614644e-05,2.9802867721754052e-05
1.6500000000000004,-6.463951451769778e-05,-0.06463951451769778,-5.270964310592348e-05,1.0540580025589418e-05
1.7000000000000004,-0.0001820713976536337,-0.1820713976536337,-6.580905842121788e-05,-2.211706605629267e-05
1.7500000000000002,-0.00029666432559171817,-0.2966643255917182,-7.689856832653401e-05,-5.5523371838152456e-05
1.8000000000000003,-0.000341311012392343,-0.341311012392343,-8.587092594401203e-05,-7.641369506071176e-05
1.8500000000000003,-0.00032560247165330634,-0.32560247165330636,-9.267222408812505e-05,-7.5425310491462e-05
1.9000000000000004,-0.0002510543673480582,-0.2510543673480582,-9.73000675241135e-05,-5.027712527706338e-05
1.9500000000000004,-0.0001521390781209803,-0.15213907812098032,-9.980004538030437e-05,-6.5282817228611405e-06
2.0000000000000004,-7.522188331777312e-05,-0.07522188331777312,-0.00010026074329376086,4.429439653170984e-05
2.0500000000000003,-1.0509665516363908e-05,-0.010509665516363908,-9.880762279396971e-05,8.84832522917905e-05
2.1000000000000005,4.267719707853379e-05,0.04267719707853379,-9.559615314200943e-05,0.00011449641850779088
2.1500000000000004,1.1344880981566493e-05,0.011344880981566493,-9.080459904353431e-05,0.00011638261665664098
2.2,-1.4049415582275589e-05,-0.014049415582275588,-8.462684615726268e-05,9.520591837100672e-05
2.2500000000000004,-6.772145205301974e-05,-0.06772145205301974,-7.726559265447367e-05,5.81491491958648e-05
2.3000000000000003,-0.00010306378295116736,-0.10306378295116736,-6.892616200766593e-05,1.578881429305309e-05
2.3500000000000005,-0.00011046916545365303,-0.11046916545365303,-5.9811114108199425e-05,-2.139135505042391e-05
2.4000000000000004,-7.383191819197438e-05,-0.07383191819197438,-5.0115760507678714e-05,-4.603293180674346e-05
2.4500000000000006,-5.3882310583538756e-05,-0.053882310583538755,-4.002463102475314e-05,-5.555617745763965e-05
2.5000000000000004,-3.458542751954779e-05,-0.03458542751954779,-2.9708892784394543e-05,-5.208592207364304e-05
2.5500000000000003,-2.5834778370587308e-05,-0.025834778370587307,-1.9324684538365154e-05,-4.092413214132309e-05
2.6000000000000005,-5.104540109115074e-05,-0.051045401091150744,-9.012294401509269e-06,-2.8284025433151667e-05
2.6500000000000004,-6.548679878019077e-05,-0.06548679878019077,1.1039233728538924e-06,-1.9131117973732065e-05
2.7000000000000006,-7.522593875809784e-05,-0.07522593875809784,1.0915024884028413e-05,-1.5802111241324527e-05
2.7500000000000004,-7.842908036638312e-05,-0.07842908036638312,2.0326497635317697e-05,-1.7707370363075134e-05
2.8000000000000007,-4.581157952404174e-05,-0.04581157952404174,2.92569837262899e-05,-2.2027222223741915e-05
2.8500000000000005,1.1601440300813692e-05,0.011601440300813691,3.7636855379922184e-05,-2.502319988253995e-05
2.9000000000000004,6.277978567314835e-06,0.006277978567314835,4.540677462233857e-05,-2.347028321573162e-05
2.9500000000000006,2.195252152150431e-06,0.002195252152150431,5.251634494518107e-05,-1.5766806932936687e-05
3.0000000000000004,-1.728422161948517e-05,-0.01728422161948517,5.892293837136307e-05,-2.4379328974916927e-06
3.0500000000000007,-5.7070429873603515e-06,-0.005707042987360351,6.459075830653322e-05,1.4050339964320085e-05
